cluster	term	term_clean	overlap	cluster_size	term_size	background_size	fold	p	hit_genes	BH_FDR
6	GOBP_TRNA_PROCESSING	Trna Processing	2	7	34	170	1.4285714285714286	0.42492445118439776	TRMU;WDR4	0.6030499121227553
3	GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION	Negative Regulation Of Gene Expression	2	12	20	170	1.4166666666666665	0.4249470883352057	LSM6;METTL16	0.6030499121227553
1	GOBP_GENERATION_OF_NEURONS	Generation Of Neurons	3	50	8	170	1.275	0.43369410354900184	DDX56;NOP58;RPL24	0.6097934004066786
2	GOBP_ESTABLISHMENT_OF_LOCALIZATION_IN_CELL	Establishment Of Localization In Cell	3	31	13	170	1.2655086848635235	0.43424663013316167	DNAJC19;HSPA9;OXA1L	0.6097934004066786
3	GOBP_RRNA_METABOLIC_PROCESS	Rrna Metabolic Process	4	12	47	170	1.2056737588652482	0.43443830339854045	GEMIN4;LSM6;METTL16;WBP11	0.6097934004066786
6	GOBP_METHYLATION	Methylation	2	7	35	170	1.3877551020408163	0.44133285678919065	NSUN5;WDR4	0.6153130570736614
2	GOBP_MITOCHONDRIAL_RNA_MODIFICATION	Mitochondrial Rna Modification	2	31	8	170	1.370967741935484	0.4463410776700134	TRMT10C;TRMT5	0.6153130570736614
2	GOBP_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	Negative Regulation Of Protein Metabolic Process	2	31	8	170	1.370967741935484	0.4463410776700134	RTRAF;SAMD4B	0.6153130570736614
2	GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS	Negative Regulation Of Response To Stimulus	2	31	8	170	1.370967741935484	0.4463410776700134	DNAJA3;LONP1	0.6153130570736614
5	GOBP_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	Regulation Of Protein Metabolic Process	2	8	31	170	1.370967741935484	0.4463410776700134	METTL14;METTL3	0.6153130570736614
3	GOBP_RIBOSOME_BIOGENESIS	Ribosome Biogenesis	4	12	48	170	1.1805555555555556	0.4535362924308763	GEMIN4;LSM6;METTL16;WBP11	0.6153671024438099
1	GOBP_METHYLATION	Methylation	11	50	35	170	1.0685714285714285	0.45918284102353213	BUD23;CMTR1;DIMT1;EMG1;FBL;MRM1;NOP2;NOP58;RAMAC;RNMT;TRMT112	0.6153671024438099
1	GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	Alternative Mrna Splicing Via Spliceosome	2	50	5	170	1.3599999999999999	0.4607282191872048	NCBP1;NCBP2	0.6153671024438099
1	GOBP_CELL_CYCLE_PROCESS	Cell Cycle Process	2	50	5	170	1.3599999999999999	0.4607282191872048	NAT10;RPL24	0.6153671024438099
1	GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS	Homeostasis Of Number Of Cells	2	50	5	170	1.3599999999999999	0.4607282191872048	NLE1;RPS19	0.6153671024438099
1	GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT	In Utero Embryonic Development	2	50	5	170	1.3599999999999999	0.4607282191872048	EMG1;NLE1	0.6153671024438099
1	GOBP_REGULATION_OF_CELL_POPULATION_PROLIFERATION	Regulation Of Cell Population Proliferation	2	50	5	170	1.3599999999999999	0.4607282191872048	NOP2;RPS6	0.6153671024438099
1	GOBP_REGULATION_OF_ORGANELLE_ORGANIZATION	Regulation Of Organelle Organization	2	50	5	170	1.3599999999999999	0.4607282191872048	DKC1;NAT10	0.6153671024438099
1	GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY	Ribosomal Large Subunit Assembly	2	50	5	170	1.3599999999999999	0.4607282191872048	NOP2;RPL24	0.6153671024438099
5	GOBP_POST_TRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION	Post Transcriptional Regulation Of Gene Expression	2	8	33	170	1.2878787878787878	0.4825048683987632	METTL14;METTL3	0.6422306179376642
6	GOBP_TRNA_METABOLIC_PROCESS	Trna Metabolic Process	2	7	38	170	1.2781954887218046	0.4896351123469789	TRMU;WDR4	0.6494816266870579
2	GOBP_TRNA_THREONYLCARBAMOYLADENOSINE_METABOLIC_PROCESS	Trna Threonylcarbamoyladenosine Metabolic Process	2	31	9	170	1.2186379928315412	0.5132550214993685	TRMT10C;TRMT5	0.6784809530779323
1	GOBP_MRNA_MODIFICATION	Mrna Modification	3	50	9	170	1.1333333333333333	0.524270988573459	DKC1;FBL;NOP58	0.6857471025530959
1	GOBP_NEGATIVE_REGULATION_OF_RNA_BIOSYNTHETIC_PROCESS	Negative Regulation Of Rna Biosynthetic Process	3	50	9	170	1.1333333333333333	0.524270988573459	DDX21;TAF7;ZBTB4	0.6857471025530959
1	GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS	Nuclear Transcribed Mrna Catabolic Process	3	50	9	170	1.1333333333333333	0.524270988573459	EXOSC4;NCBP1;NCBP2	0.6857471025530959
1	GOBP_MACROMOLECULE_METHYLATION	Macromolecule Methylation	10	50	33	170	1.0303030303030303	0.5276344286483665	BUD23;DIMT1;EMG1;FBL;MRM1;NOP2;NOP58;RAMAC;RNMT;TRMT112	0.6857471025530959
1	GOBP_RNA_METHYLATION	Rna Methylation	10	50	33	170	1.0303030303030303	0.5276344286483665	BUD23;DIMT1;EMG1;FBL;MRM1;NOP2;NOP58;RAMAC;RNMT;TRMT112	0.6857471025530959
1	GOBP_PROTEIN_CONTAINING_COMPLEX_ORGANIZATION	Protein Containing Complex Organization	9	50	30	170	1.02	0.5488795253334001	DKC1;NCBP1;NOP2;POLR1E;RPL24;RPS19;RPS6;TAF1C;TAF7	0.7109647542909142
2	GOBP_TRNA_METABOLIC_PROCESS	Trna Metabolic Process	7	31	38	170	1.0101867572156196	0.5700700513013168	FARSA;RARS2;RTCB;RTRAF;THG1L;TRMT10C;TRMT5	0.7168265232592608
1	GOBP_DEFENSE_RESPONSE_TO_OTHER_ORGANISM	Defense Response To Other Organism	2	50	6	170	1.1333333333333333	0.570118504250241	DDX21;RPS19	0.7168265232592608
1	GOBP_MALE_GAMETE_GENERATION	Male Gamete Generation	2	50	6	170	1.1333333333333333	0.570118504250241	RPL24;RPL36	0.7168265232592608
1	GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	Negative Regulation Of Developmental Process	2	50	6	170	1.1333333333333333	0.570118504250241	RPL24;RPL36	0.7168265232592608
1	GOBP_NUCLEAR_EXPORT	Nuclear Export	2	50	6	170	1.1333333333333333	0.570118504250241	NCBP1;NCBP2	0.7168265232592608
1	GOBP_REGULATION_OF_CELL_DEVELOPMENT	Regulation Of Cell Development	2	50	6	170	1.1333333333333333	0.570118504250241	RPS19;SRRT	0.7168265232592608
1	GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	Regulation Of Dna Templated Transcription Elongation	2	50	6	170	1.1333333333333333	0.570118504250241	NCBP1;NCBP2	0.7168265232592608
1	GOBP_RRNA_PSEUDOURIDINE_SYNTHESIS	Rrna Pseudouridine Synthesis	2	50	6	170	1.1333333333333333	0.570118504250241	DKC1;NOP10	0.7168265232592608
1	GOBP_TRANSCRIPTION_ELONGATION_BY_RNA_POLYMERASE_II	Transcription Elongation By Rna Polymerase Ii	2	50	6	170	1.1333333333333333	0.570118504250241	NCBP1;NCBP2	0.7168265232592608
2	GOBP_HOMEOSTATIC_PROCESS	Homeostatic Process	2	31	10	170	1.096774193548387	0.5749737833543949	DNAJA3;HSPA9	0.7171189927969693
2	GOBP_RNA_5_END_PROCESSING	Rna 5 End Processing	2	31	10	170	1.096774193548387	0.5749737833543949	THG1L;TRMT10C	0.7171189927969693
3	GOBP_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS	Positive Regulation Of Rna Metabolic Process	2	12	26	170	1.0897435897435899	0.5759245797074106	LSM6;METTL16	0.7171189927969693
2	GOBP_POST_TRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION	Post Transcriptional Regulation Of Gene Expression	6	31	33	170	0.9970674486803519	0.5900348463725875	EIF2B1;EIF2B3;EIF2B4;EIF2B5;SAMD4B;TRMT10C	0.7323262080380025
6	GOBP_MRNA_METABOLIC_PROCESS	Mrna Metabolic Process	2	7	45	170	1.0793650793650793	0.5951858104481387	DCP2;YBX1	0.7363516757467357
2	GOBP_INTRACELLULAR_TRANSPORT	Intracellular Transport	2	31	11	170	0.9970674486803519	0.6311207125419535	DNAJC19;HSPA9	0.7758362899401083
2	GOBP_TRNA_METHYLATION	Trna Methylation	2	31	11	170	0.9970674486803519	0.6311207125419535	TRMT10C;TRMT5	0.7758362899401083
1	GOBP_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS	Negative Regulation Of Nucleobase Containing Compound Metabolic Process	5	50	18	170	0.9444444444444444	0.6581589360302911	DDX21;DKC1;NAT10;TAF7;ZBTB4	0.7922761662356763
1	GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION	Establishment Of Rna Localization	2	50	7	170	0.9714285714285715	0.6629668437671592	NCBP1;NCBP2	0.7922761662356763
1	GOBP_MULTICELLULAR_ORGANISMAL_REPRODUCTIVE_PROCESS	Multicellular Organismal Reproductive Process	2	50	7	170	0.9714285714285715	0.6629668437671592	RPL24;RPL36	0.7922761662356763
1	GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II	Negative Regulation Of Transcription By Rna Polymerase Ii	2	50	7	170	0.9714285714285715	0.6629668437671592	TAF7;ZBTB4	0.7922761662356763
1	GOBP_NUCLEAR_TRANSPORT	Nuclear Transport	2	50	7	170	0.9714285714285715	0.6629668437671592	NCBP1;NCBP2	0.7922761662356763
1	GOBP_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	Nucleobase Containing Compound Transport	2	50	7	170	0.9714285714285715	0.6629668437671592	NCBP1;NCBP2	0.7922761662356763
1	GOBP_PSEUDOURIDINE_SYNTHESIS	Pseudouridine Synthesis	2	50	7	170	0.9714285714285715	0.6629668437671592	DKC1;NOP10	0.7922761662356763
1	GOBP_REGULATION_OF_RESPONSE_TO_STRESS	Regulation Of Response To Stress	2	50	7	170	0.9714285714285715	0.6629668437671592	RPS19;TAF7	0.7922761662356763
1	GOBP_SEXUAL_REPRODUCTION	Sexual Reproduction	2	50	7	170	0.9714285714285715	0.6629668437671592	RPL24;RPL36	0.7922761662356763
1	GOBP_REPRODUCTIVE_PROCESS	Reproductive Process	3	50	11	170	0.9272727272727272	0.6795268119184668	POLR1B;RPL24;RPL36	0.8095520233932213
2	GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS	Mitochondrial Rna Metabolic Process	2	31	12	170	0.9139784946236558	0.6816176362766759	TRMT10C;TRMT5	0.8095520233932213
4	GOBP_TRNA_PROCESSING	Trna Processing	2	11	34	170	0.9090909090909091	0.6868550850039876	PTCD1;RPUSD4	0.8132701313237399
1	GOBP_NEUROGENESIS	Neurogenesis	4	50	15	170	0.9066666666666666	0.6961321461424742	DDX56;NOP58;RPL24;SRRT	0.8217339706758259
6	GOBP_TRANSLATION	Translation	2	7	54	170	0.8994708994708994	0.7120595436014117	NSUN5;YBX1	0.8379725116772709
2	GOBP_PROTEIN_MODIFICATION_PROCESS	Protein Modification Process	2	31	13	170	0.8436724565756824	0.7265941828482241	DNAJA3;RTRAF	0.8524782813963967
1	GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION	Cytoplasmic Translational Initiation	2	50	8	170	0.85	0.7393910905065448	NCBP1;NCBP2	0.859653496793754
1	GOBP_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	Negative Regulation Of Protein Metabolic Process	2	50	8	170	0.85	0.7393910905065448	AATF;TAF7	0.859653496793754
1	GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS	Negative Regulation Of Response To Stimulus	2	50	8	170	0.85	0.7393910905065448	AATF;RPS19	0.859653496793754
1	GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION	Negative Regulation Of Gene Expression	5	50	20	170	0.85	0.7601236252750498	DDX56;EXOSC4;NCBP1;NCBP2;SRRT	0.8811042623308386
5	GOBP_TRANSLATION	Translation	2	8	54	170	0.7870370370370371	0.7845804012838178	METTL14;METTL3	0.8986326599838149
1	GOBP_PROTEIN_MODIFICATION_PROCESS	Protein Modification Process	3	50	13	170	0.7846153846153846	0.7950355016188597	NAT10;TAF7;TRMT112	0.8986326599838149
2	GOBP_TRNA_PROCESSING	Trna Processing	5	31	34	170	0.8064516129032258	0.7978138285825498	RTCB;RTRAF;THG1L;TRMT10C;TRMT5	0.8986326599838149
1	GOBP_DNA_DAMAGE_RESPONSE	Dna Damage Response	2	50	9	170	0.7555555555555555	0.8008539767731407	TAF7;ZBTB4	0.8986326599838149
1	GOBP_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	Positive Regulation Of Immune System Process	2	50	9	170	0.7555555555555555	0.8008539767731407	DDX21;RPS19	0.8986326599838149
1	GOBP_REGULATION_OF_CELL_DIFFERENTIATION	Regulation Of Cell Differentiation	2	50	9	170	0.7555555555555555	0.8008539767731407	RPS19;SRRT	0.8986326599838149
1	GOBP_REGULATION_OF_MRNA_PROCESSING	Regulation Of Mrna Processing	2	50	9	170	0.7555555555555555	0.8008539767731407	NCBP1;NCBP2	0.8986326599838149
1	GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH	Regulation Of Programmed Cell Death	2	50	9	170	0.7555555555555555	0.8008539767731407	AATF;RPS6	0.8986326599838149
1	GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION	Regulation Of Translational Initiation	2	50	9	170	0.7555555555555555	0.8008539767731407	NCBP1;NCBP2	0.8986326599838149
1	GOBP_RESPONSE_TO_HORMONE	Response To Hormone	2	50	9	170	0.7555555555555555	0.8008539767731407	RPS6;TAF7	0.8986326599838149
1	GOBP_TRANSLATIONAL_INITIATION	Translational Initiation	2	50	9	170	0.7555555555555555	0.8008539767731407	NCBP1;NCBP2	0.8986326599838149
2	GOBP_PROTEIN_CONTAINING_COMPLEX_ORGANIZATION	Protein Containing Complex Organization	4	31	30	170	0.7311827956989247	0.8484763654660831	FARSA;LONP1;OXA1L;THG1L	0.9421337623218219
1	GOBP_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION	Developmental Process Involved In Reproduction	2	50	10	170	0.6799999999999999	0.8493848427150104	RPL24;RPL36	0.9421337623218219
1	GOBP_RESPONSE_TO_ENDOGENOUS_STIMULUS	Response To Endogenous Stimulus	2	50	10	170	0.6799999999999999	0.8493848427150104	RPS6;TAF7	0.9421337623218219
1	GOBP_RESPONSE_TO_NITROGEN_COMPOUND	Response To Nitrogen Compound	2	50	10	170	0.6799999999999999	0.8493848427150104	DDX21;RPS6	0.9421337623218219
1	GOBP_MRNA_METABOLIC_PROCESS	Mrna Metabolic Process	11	50	45	170	0.8311111111111111	0.8519669525036286	CMTR1;DDX47;DKC1;EXOSC4;FBL;NCBP1;NCBP2;NOP58;RAMAC;RNMT;TAF7	0.9422900964653314
1	GOBP_RNA_MODIFICATION	Rna Modification	14	50	56	170	0.8500000000000001	0.8565961092148893	BUD23;DIMT1;DKC1;EMG1;FBL;MRM1;NAT10;NOP10;NOP2;NOP58;RAMAC;RNMT;THUMPD1;TRMT112	0.9447031375912778
2	GOBP_MACROMOLECULE_CATABOLIC_PROCESS	Macromolecule Catabolic Process	3	31	24	170	0.6854838709677419	0.8598845018315656	LONP1;OXA1L;SAMD4B	0.945627970675169
1	GOBP_MRNA_CATABOLIC_PROCESS	Mrna Catabolic Process	3	50	15	170	0.6799999999999999	0.8744479784403999	EXOSC4;NCBP1;NCBP2	0.9589117036306658
1	GOBP_INTRACELLULAR_TRANSPORT	Intracellular Transport	2	50	11	170	0.6181818181818182	0.887131071780909	NCBP1;NCBP2	0.9673237110379403
1	GOBP_TRNA_WOBBLE_BASE_MODIFICATION	Trna Wobble Base Modification	2	50	11	170	0.6181818181818182	0.887131071780909	NAT10;TRMT112	0.9673237110379403
1	GOBP_MACROMOLECULE_CATABOLIC_PROCESS	Macromolecule Catabolic Process	5	50	24	170	0.7083333333333334	0.8949898679622799	DKC1;EXOSC4;FBXL14;NCBP1;NCBP2	0.9699268862286275
1	GOBP_NUCLEIC_ACID_CATABOLIC_PROCESS	Nucleic Acid Catabolic Process	4	50	20	170	0.6799999999999999	0.8970567315637824	DKC1;EXOSC4;NCBP1;NCBP2	0.9699268862286275
1	GOBP_NUCLEOBASE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	Nucleobase Containing Compound Catabolic Process	4	50	20	170	0.6799999999999999	0.8970567315637824	DKC1;EXOSC4;NCBP1;NCBP2	0.9699268862286275
2	GOBP_TRNA_MODIFICATION	Trna Modification	3	31	27	170	0.6093189964157706	0.9127167092946419	THG1L;TRMT10C;TRMT5	0.984102373708748
1	GOBP_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS	Positive Regulation Of Mrna Metabolic Process	2	50	12	170	0.5666666666666667	0.9161173269315142	NCBP1;NCBP2	0.9850175158650821
1	GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION	Positive Regulation Of Gene Expression	4	50	21	170	0.6476190476190475	0.9193956226289247	DDX21;NAT10;NCBP1;TRMT112	0.9857964175965692
1	GOBP_NITROGEN_COMPOUND_TRANSPORT	Nitrogen Compound Transport	3	50	17	170	0.6	0.9258875773535591	NCBP1;NCBP2;TAF7	0.9893123575575702
4	GOBP_RNA_MODIFICATION	Rna Modification	2	11	56	170	0.551948051948052	0.9278007083830062	PTCD1;RPUSD4	0.9893123575575702
1	GOBP_ESTABLISHMENT_OF_LOCALIZATION_IN_CELL	Establishment Of Localization In Cell	2	50	13	170	0.5230769230769231	0.9381322042610876	NCBP1;NCBP2	0.9948325023208235
1	GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	Regulation Of Immune System Process	2	50	13	170	0.5230769230769231	0.9381322042610876	DDX21;RPS19	0.9948325023208235
1	GOBP_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	Regulation Of Protein Metabolic Process	6	50	31	170	0.6580645161290323	0.9468502563048462	AATF;NAT10;NCBP1;NCBP2;TAF7;TCOF1	0.9999999917060065
1	GOBP_CELLULAR_RESPONSE_TO_STRESS	Cellular Response To Stress	3	50	19	170	0.5368421052631579	0.957656914772413	AATF;TAF7;ZBTB4	0.9999999917060065
2	GOBP_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS	Positive Regulation Of Rna Metabolic Process	2	31	26	170	0.4218362282878412	0.9734012137357766	RTRAF;SAMD4B	0.9999999917060065
2	GOBP_RNA_SPLICING	Rna Splicing	2	31	27	170	0.4062126642771804	0.9782559740910673	RTCB;RTRAF	0.9999999917060065
1	GOBP_REGULATION_OF_TRANSLATION	Regulation Of Translation	4	50	26	170	0.5230769230769231	0.9789396389404261	NAT10;NCBP1;NCBP2;TCOF1	0.9999999917060065
1	GOBP_MRNA_PROCESSING	Mrna Processing	6	50	36	170	0.5666666666666667	0.9852482168133352	CMTR1;DDX47;NCBP1;NCBP2;RAMAC;RNMT	0.9999999917060065
1	GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS	Regulation Of Mrna Metabolic Process	2	50	18	170	0.37777777777777777	0.9877576636688052	NCBP1;NCBP2	0.9999999917060065
1	GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS	Rna Splicing Via Transesterification Reactions	2	50	18	170	0.37777777777777777	0.9877576636688052	NCBP1;NCBP2	0.9999999917060065
1	GOBP_POST_TRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION	Post Transcriptional Regulation Of Gene Expression	5	50	33	170	0.5151515151515151	0.9898694335165612	DKC1;NAT10;NCBP1;NCBP2;TCOF1	0.9999999917060065
2	GOBP_MACROMOLECULE_METHYLATION	Macromolecule Methylation	2	31	33	170	0.33235581622678395	0.99388084066582	TRMT10C;TRMT5	0.9999999917060065
2	GOBP_RNA_METHYLATION	Rna Methylation	2	31	33	170	0.33235581622678395	0.99388084066582	TRMT10C;TRMT5	0.9999999917060065
2	GOBP_METHYLATION	Methylation	2	31	35	170	0.31336405529953915	0.996077251661893	TRMT10C;TRMT5	0.9999999917060065
1	GOBP_RNA_SPLICING	Rna Splicing	3	50	27	170	0.37777777777777777	0.9965706034922837	DDX47;NCBP1;NCBP2	0.9999999917060065
1	GOBP_TRNA_MODIFICATION	Trna Modification	3	50	27	170	0.37777777777777777	0.9965706034922837	NAT10;THUMPD1;TRMT112	0.9999999917060065
2	GOBP_MRNA_PROCESSING	Mrna Processing	2	31	36	170	0.3046594982078853	0.9968720568807251	RTCB;TRMT10C	0.9999999917060065
2	GOBP_MRNA_METABOLIC_PROCESS	Mrna Metabolic Process	3	31	45	170	0.3655913978494624	0.9973242800529466	RTCB;SAMD4B;TRMT10C	0.9999999917060065
1	GOBP_TRNA_PROCESSING	Trna Processing	4	50	34	170	0.4	0.9982837278380288	ADAT3;NAT10;THUMPD1;TRMT112	0.9999999917060065
1	GOBP_TRANSLATION	Translation	8	50	54	170	0.5037037037037037	0.9991905694679075	NAT10;NCBP1;NCBP2;RPL24;RPL36;RPS19;RPS6;TCOF1	0.9999999917060065
4	GOBP_RNA_PROCESSING	Rna Processing	2	11	100	170	0.3090909090909091	0.999321980103054	PTCD1;RPUSD4	0.9999999917060065
1	GOBP_TRNA_METABOLIC_PROCESS	Trna Metabolic Process	4	50	38	170	0.35789473684210527	0.9995782665985039	ADAT3;NAT10;THUMPD1;TRMT112	0.9999999917060065
2	GOBP_RNA_MODIFICATION	Rna Modification	3	31	56	170	0.293778801843318	0.9998101596344102	THG1L;TRMT10C;TRMT5	0.9999999917060065
2	GOBP_RNA_PROCESSING	Rna Processing	5	31	100	170	0.2741935483870968	0.9999999917060065	RTCB;RTRAF;THG1L;TRMT10C;TRMT5	0.9999999917060065
